custid,retained,esent,eopenrate,eclickrate,avgorder,ordfreq,favday
MAASYB,0,6,16.6666667,16.6666667,46.34,0.05633803,Tuesday
ABA5EQ,1,48,31.25,8.33333333,66.43,0.08571429,Sunday
NHPU2Z,0,2,50,0,84.2,0.09450727,Tuesday
6QA3GE,1,44,2.27272727,0,83.93,0,Wednesday
DR8FVB,1,45,0,0,55.43,0,Tuesday
76BWD4,1,44,2.27272727,0,57.49,0,Friday
37ET4,1,56,7.14285714,1.78571429,100.88,0.04648391,Monday
CPE5JA,0,38,7.89473684,0,114.36,0,Monday
KVNLBU,1,55,1.81818182,0,78.96,0.06401945,Tuesday
5N9DCQ,1,45,0,0,33.61,0,Friday
METRUY,1,58,3.44827586,3.44827586,48.8,0.03178484,Monday
WXTDJK,0,0,0,0,24.3,0.02857143,Wednesday
KXMUVX,1,42,26.1904762,0,57,0,Thursday
HYQYH6,1,35,80,37.1428571,194.89,0.04626709,Tuesday
496LW7,1,45,0,0,148.84,0.02380952,Friday
MLH8A7,1,44,4.54545455,4.54545455,101.4,0,Monday
SNZQUY,0,4,50,0,51.95,0,Wednesday
VWT3WF,0,0,0,0,47.19,0,Friday
JK6AAE,0,4,25,0,56.76,0.05050505,Tuesday
E6EAHU,1,44,29.5454546,4.54545455,131.04,0.08333333,Monday
XW2AMV,1,44,2.27272727,0,98.11,0,Saturday
UMCQKN,1,36,11.1111111,5.55555556,108.91,0.07407407,Monday
R6HLPE,1,43,16.2790698,0,86.35,0.02307692,Monday
VSVVPD,1,47,2.12765957,0,166.75,0.02061856,Friday
FPEAB4,0,0,0,0,92.1,0,Thursday
CH6XVV,1,45,0,0,78.5,0.02631579,Monday
LFLV3Q,0,0,0,0,46.88,0.1875,Monday
7MF5DY,1,31,29.0322581,19.3548387,40.8,0,Wednesday
X347PC,1,44,68.1818182,31.8181818,33.36,0.0210177,Wednesday
HHMXDJ,1,42,16.6666667,7.14285714,18.53,0,Thursday
DHUVRN,0,0,0,0,24.8,0.11148649,Thursday
XLEQS4,1,46,13.0434783,6.52173913,21.45,0,Friday
Y7MMJL,1,48,2.08333333,0,124.05,0.01845019,Thursday
MFK4FQ,1,42,26.1904762,14.2857143,80.47,0.0086741,Wednesday
6YKDBN,1,40,45,7.5,49.43,0.125,Wednesday
6Z45W3,1,45,13.3333333,0,53.81,0,Saturday
3SQNRW,1,44,6.81818182,0,73.56,0,Friday
B35UBX,1,51,9.80392157,0,70.61,0.03669725,Monday
TFY9YH,1,43,32.5581395,9.30232558,145.96,0.01057402,Thursday
2VRTS6,1,45,0,0,19,0.28571429,Wednesday
S62UT5,1,33,69.6969697,9.09090909,54.64,0.07142857,Thursday
QFVQEW,1,44,40.9090909,0,92.47,0.09433962,Saturday
ZK24QZ,0,0,0,0,64.04,0.03773585,Tuesday
6A58E3,1,44,9.09090909,2.27272727,65.78,0,Tuesday
PGJ5NZ,1,45,0,0,45,0,Saturday
HD45ND,1,48,39.5833333,4.16666667,101.84,0.00713649,Wednesday
F7XSHC,0,11,27.2727273,0,57.13,0.08,Wednesday
V8E4HC,1,35,62.8571429,20,86.22,0.02469136,Monday
J4SY7Q,1,45,2.22222222,0,59.19,0,Wednesday
SAP4EQ,1,44,2.27272727,0,60.03,0,Thursday
ULDU2D,1,42,21.4285714,2.38095238,89.75,0,Tuesday
9CQSGX,1,46,0,0,80.64,0,Thursday
6PNE2Z,1,47,0,0,119.15,0.10309278,Saturday
TMD43H,0,0,0,0,125.43,0,Friday
KTG6P6,1,45,0,0,22.61,0,Wednesday
K5ZLPU,1,45,8.88888889,0,70.84,0.03146853,Friday
MC4S94,1,38,86.8421053,13.1578947,98.82,0.02994012,Tuesday
J3CB27,1,39,64.1025641,0,79.56,0.05292479,Friday
6LCT7E,1,45,2.22222222,0,71.12,0.11111111,Saturday
GLVMU8,1,36,0,0,86.43,0.0952381,Sunday
ZFUXCX,1,54,31.4814815,9.25925926,99.47,0.10583153,Saturday
J4SP6S,1,42,30.952381,4.76190476,124.18,0,Wednesday
7EYBGH,1,55,7.27272727,1.81818182,41.91,0.04020101,Monday
HQXERD,1,37,40.5405405,2.7027027,62.62,0.09166667,Monday
XKJ8P7,1,45,0,0,47.5,0.01818182,Thursday
KR8TMH,1,45,13.3333333,2.22222222,99.86,0.06288033,Friday
YZJTZS,1,45,0,0,35.67,0,Monday
KF4XM3,1,45,0,0,81.37,0,Thursday
H5F8KR,1,46,4.34782609,0,75.69,0.05613306,Monday
DYBC7V,1,45,11.1111111,2.22222222,46.33,0,Tuesday
H33MUJ,1,36,52.7777778,33.3333333,59.08,0,Saturday
F48SSE,1,55,70.9090909,10.9090909,48.66,0.16032609,Tuesday
KCQQ79,1,53,28.3018868,3.77358491,45.77,0.13333333,Tuesday
7997N3,0,0,0,0,89.93,0,Wednesday
6Q3CJA,0,0,0,0,25.27,0.11111111,Tuesday
J7MQWY,1,44,2.27272727,2.27272727,52.41,0.01595745,Saturday
C7V93E,1,43,25.5813954,0,77.12,0,Wednesday
LYWZQ4,1,61,32.7868853,13.1147541,138.3,0.12681159,Monday
EKHNUS,1,47,0,0,44.31,0.02547771,Wednesday
FM3MFN,0,0,0,0,26.66,0.02469136,Thursday
28ANRB,1,47,4.25531915,0,61.89,0.10526316,Thursday
9D6K6D,0,0,0,0,43.75,0.1875,Friday
EJ8JHS,1,45,0,0,52.2,0,Tuesday
M45JE4,1,48,8.33333333,6.25,214.42,0.00674916,Tuesday
BQHTA2,0,2,50,0,106.45,0.08333333,Monday
Y8S4CM,1,34,58.8235294,2.94117647,32.73,0.00900901,Monday
C9GAG4,1,41,34.1463415,7.31707317,40.3,0.0112782,Tuesday
68PL27,1,48,2.08333333,0,115.4,0.01626016,Tuesday
2VYRQK,0,16,6.25,0,33.83,0,Friday
83G9WJ,1,46,15.2173913,8.69565217,158.56,0.0619469,Monday
FRM7P5,1,45,0,0,98.67,0.2,Wednesday
YMSV23,1,54,7.40740741,3.7037037,103.75,0.02545825,Tuesday
P9GEDC,1,50,38,16,97.78,0.113381,Wednesday
HZD7BM,1,40,42.5,2.5,40.52,0.05714286,Wednesday
2DQSPQ,0,0,0,0,42.29,0,Tuesday
CYZVEU,1,38,0,0,38.06,0.13793103,Wednesday
MB2YU,1,35,45.7142857,8.57142857,59.17,0.02071346,Tuesday
Z44WNR,0,0,0,0,52.71,0,Monday
NLFZGA,0,8,0,0,96.9,0,Tuesday
EE2XY9,1,45,0,0,72.66,0,Tuesday
Y9PK9J,1,45,53.3333333,15.5555556,65.78,0.02453988,Thursday
S498DQ,1,45,0,0,18.33,0,Wednesday
QDVMPM,1,48,62.5,18.75,93.93,0.02109705,Saturday
JP6EPL,1,46,0,0,45.54,0.00684932,Friday
XETDVT,1,48,2.08333333,0,83.45,0,Saturday
2WQX6T,0,16,12.5,0,67.13,0.13580247,Wednesday
PAEWQF,0,0,0,0,88.46,0,Thursday
XRL6C8,1,37,67.5675676,8.10810811,56.28,0.0112835,Tuesday
T7UHVF,0,0,0,0,51.73,0.02020202,Tuesday
KXNPDT,1,66,27.2727273,15.1515152,153.06,0.11988582,Tuesday
66X4Y8,1,52,1.92307692,0,81.42,0.018,Tuesday
E9DJQE,1,48,2.08333333,0,182.18,0.07058824,Tuesday
Q7BP5L,0,42,11.9047619,2.38095238,58.6,0.02494331,Tuesday
W746G2,1,40,45,0,64.53,0.00502513,Tuesday
5Z8K4X,1,47,4.25531915,0,71.79,0.02380952,Monday
FWNKZ2,1,56,10.7142857,1.78571429,89.35,0.04081633,Monday
GJQ9N2,1,43,74.4186047,18.6046512,112.24,0.09375,Wednesday
H7CB3L,1,41,19.5121951,2.43902439,27,0,Thursday
WQF8TP,1,43,41.8604651,2.3255814,47.32,0.1,Wednesday
RCTG3V,1,45,0,0,21.98,0.11111111,Friday
NGKAW7,1,56,0,0,81.53,0.08637236,Tuesday
PDAM6M,1,39,43.5897436,0,88.69,0.02419355,Tuesday
ZPJADN,0,0,0,0,7.29,0,Monday
W5M73K,1,36,19.4444444,2.77777778,59.58,0.04166667,Sunday
7B24BL,1,46,6.52173913,0,22.06,0.03505535,Wednesday
L5XYZY,1,47,0,0,25.24,0.05760369,Tuesday
RSTCFZ,0,0,0,0,70.74,0,Friday
TRAEEG,1,40,40,7.5,69.13,0.01983003,Tuesday
4MZPS6,1,52,1.92307692,0,108.05,0.00772798,Friday
58TTPM,1,36,2.77777778,2.77777778,85.39,0.06053269,Sunday
RVH9NL,1,36,44.4444444,16.6666667,54.88,0,Monday
SQVWZR,1,45,0,0,114.33,0.33333333,Monday
8VHPRF,1,46,8.69565217,2.17391304,56.23,0.06293706,Tuesday
9JSCYL,0,21,14.2857143,0,60.01,0,Tuesday
XYPJZT,1,42,7.14285714,4.76190476,69.02,0,Thursday
QA2YGP,1,45,15.5555556,0,43.29,0.02597403,Thursday
3XSA5R,0,0,0,0,79.62,0,Thursday
2FZW7P,0,0,0,0,89.88,0,Monday
LN7YEZ,1,48,6.25,4.16666667,53.95,0.05882353,Friday
GHBNTK,1,45,0,0,25.08,0,Tuesday
QNB3CK,0,9,33.3333333,11.1111111,48.77,0.01408451,Thursday
3NNYH8,1,43,18.6046512,0,94.08,0.01426025,Thursday
PL2CHF,1,40,30,2.5,65.98,0,Monday
RZ4CUQ,1,17,94.1176471,0,77.64,0.01734104,Wednesday
D566Q6,0,12,25,0,40.25,0,Monday
JFXEDT,0,0,0,0,76.82,0.06586826,Sunday
EER4H6,0,0,0,0,54.02,0,Tuesday
AK2GCH,1,45,0,0,56.84,0,Monday
AVP25J,1,46,2.17391304,0,62.44,0.01904762,Monday
97EYVT,0,11,54.5454546,9.09090909,81.06,0.0631579,Thursday
XL7KTG,1,44,4.54545455,0,8.2,0,Wednesday
HALUU9,1,47,12.7659575,2.12765957,73.36,0.01219512,Monday
F9RKHY,1,44,13.6363636,6.81818182,33.81,0,Wednesday
XYLXJ7,1,49,8.16326531,0,74.85,0,Thursday
H6NGJT,0,0,0,0,103.34,0.01388889,Sunday
AU75HK,1,47,6.38297872,4.25531915,133.35,0.017,Monday
S2Z92G,1,45,6.66666667,0,39.76,0.04054054,Saturday
YZ9UX6,0,0,0,0,53.19,0,Thursday
M5J75S,0,0,0,0,54.62,0.00493827,Thursday
2TJ2TZ,1,47,2.12765957,0,67.83,0.66666667,Thursday
LLJMW4,0,15,13.3333333,0,56.71,0,Saturday
YS2ANT,1,45,8.88888889,4.44444444,103.68,0.05263158,Friday
Z4RN5F,0,0,0,0,62.87,0.06464647,Thursday
86R8E2,1,45,0,0,91.09,0,Thursday
WXCBND,1,40,10,2.5,58.85,0.02479339,Friday
CE4CQ9,1,45,6.66666667,4.44444444,56.54,0.03333333,Wednesday
C56A8D,1,45,0,0,58.43,0.04545455,Thursday
G2HH9Q,1,43,30.2325581,0,145.02,0.13793103,Wednesday
E72EL7,1,45,2.22222222,0,92.88,0,Wednesday
CKRSLL,1,51,11.7647059,0,93.57,0.07284768,Saturday
395L9H,1,44,18.1818182,6.81818182,44.08,0.09923664,Thursday
H36RNA,1,43,11.627907,9.30232558,29.06,0.01632653,Monday
YNPV7L,0,0,0,0,53.4,0,Thursday
AS4H5S,1,51,11.7647059,3.92156863,134.93,0.12020033,Monday
7L6NEP,1,45,6.66666667,0,11.99,0.05263158,Wednesday
EHE8UL,1,39,46.1538462,15.3846154,57.83,0.0212766,Tuesday
8AMGE8,1,48,0,0,82.58,0.10495627,Wednesday
SH7VXJ,1,45,0,0,37.96,0,Wednesday
79JYV9,1,45,0,0,52.35,0,Monday
V8ENQ6,1,44,11.3636364,0,57.54,0.01,Monday
DVFF7U,1,46,73.9130435,2.17391304,81.64,0.07964602,Friday
S4BHHK,0,0,0,0,63.67,0,Friday
NNGHYM,0,0,0,0,80.97,0,Tuesday
A8SEHE,1,49,18.3673469,4.08163265,52.54,0.01737242,Thursday
6YP5VU,1,45,4.44444444,0,51.3,0,Tuesday
LHPQ9N,1,44,4.54545455,0,78.66,0.13333333,Saturday
4VPB9Y,0,0,0,0,90.01,0.02666667,Wednesday
NSALDW,1,45,2.22222222,0,44.44,0,Friday
SK2WGZ,0,0,0,0,54.05,0.0106383,Friday
HPYKTQ,1,49,2.04081633,0,74.07,0.02307692,Tuesday
6MBU45,1,49,26.5306122,10.2040816,63.31,0.02040816,Tuesday
U74E96,0,15,80,20,39.94,0.06132076,Friday
F578BC,1,56,26.7857143,12.5,100.82,0.04716981,Monday
624BVN,1,39,53.8461539,7.69230769,54.19,0.05555556,Friday
SFLJRJ,0,0,0,0,73.25,0.05572755,Tuesday
CWKB9D,1,45,4.44444444,0,33.36,0.02857143,Tuesday
94KGK2,1,44,6.81818182,0,99.77,0,Thursday
M33GDX,1,48,4.16666667,2.08333333,52.74,0.00686813,Thursday
98WB7R,1,59,27.1186441,1.69491525,67.24,0.08599509,Tuesday
WLHPAN,1,32,90.625,0,63.16,0.01086957,Friday
TJR7NM,1,46,10.8695652,0,39.48,0,Thursday
5HQ6L2,1,59,16.9491525,1.69491525,90.23,0.15821678,Monday
ECSWLK,1,48,10.4166667,2.08333333,45.86,0.04597701,Thursday
H8GJY8,1,45,8.88888889,4.44444444,67.73,0.5,Tuesday
YGUATF,1,44,6.81818182,0,26.1,0.07142857,Thursday
PKHQ8R,1,34,70.5882353,5.88235294,24.19,0,Thursday
3GDPEX,1,32,18.75,12.5,56.99,0,Thursday
PSR4RA,1,38,63.1578947,0,42.34,0.11764706,Monday
VB4H22,0,0,0,0,93.02,0,Tuesday
JXSV29,1,52,5.76923077,5.76923077,79.77,0.01591696,Monday
9UZKQ4,1,44,9.09090909,2.27272727,90.91,0,Monday
SLPLSV,1,43,58.1395349,11.627907,56.42,0.02564103,Friday
KQSNPE,1,39,35.8974359,2.56410256,54.79,0,Wednesday
X83J2P,1,34,61.7647059,0,140.45,0.03340757,Tuesday
2NC35N,1,41,36.5853659,0,56.3,0,Friday
4L4DRS,1,66,28.7878788,4.54545455,26.98,0.12254902,Tuesday
YBYARR,0,10,50,0,140.07,0,Tuesday
48FVHV,1,52,40.3846154,19.2307692,108.69,0.12059369,Thursday
DPH8CL,0,6,33.3333333,0,43.7,0.16666667,Wednesday
GN5AMG,1,39,92.3076923,17.948718,105.87,0.0082531,Wednesday
PFVCPH,1,44,31.8181818,6.81818182,36.72,0.03935185,Wednesday
5V2C3P,1,38,55.2631579,2.63157895,92.58,0,Tuesday
FJYRUL,1,46,4.34782609,0,104.49,0.02688172,Thursday
QGSKG5,0,0,0,0,162.85,0,Wednesday
F9SNV3,0,0,0,0,62.7,0.01377411,Friday
DR2LAE,1,49,6.12244898,2.04081633,75.08,0.01368159,Monday
T364ZQ,0,11,9.09090909,0,59.33,0,Wednesday
RUTEDB,1,45,2.22222222,0,49.67,0.00477327,Thursday
G7ZR7N,1,55,12.7272727,1.81818182,71.43,0.04895105,Monday
JBQBS5,1,45,0,0,45.59,0.2,Thursday
4DYQVU,1,45,22.2222222,0,98.42,0,Wednesday
DGBQL9,0,0,0,0,60.13,0.10735826,Wednesday
FQE36W,1,59,33.8983051,11.8644068,60.93,0.12954546,Monday
SJM5FK,1,32,100,40.625,96.15,0.00824742,Friday
KPXS6N,0,12,83.3333333,0,51.42,0.02608696,Thursday
CDZCD5,1,49,8.16326531,2.04081633,57.95,0.01028807,Tuesday
29PEUC,1,45,2.22222222,0,32.93,0,Thursday
2W8SCE,1,40,0,0,99,0,Monday
Y79C3C,0,0,0,0,105.61,0.03076923,Tuesday
AJM57Q,1,45,26.6666667,2.22222222,63.01,0.01974448,Tuesday
36UTS3,1,48,33.3333333,8.33333333,54.48,0.01147541,Thursday
6DVKNG,1,55,7.27272727,1.81818182,87.9,0.045,Friday
NL69V8,1,49,0,0,59.85,0.01791045,Monday
SURTJC,1,40,25,0,46.12,0,Thursday
DJKRSZ,1,46,17.3913044,4.34782609,59.54,0.05376344,Monday
T9N377,1,49,10.2040816,2.04081633,50.05,0.03478261,Saturday
BGTS66,1,40,65,17.5,68.23,0.015625,Monday
D7QKNQ,1,44,2.27272727,0,124.98,0,Monday
9KMX4B,0,0,0,0,22.21,0.03263403,Monday
YDVH8Q,1,25,16,8,90.06,0,Tuesday
4322N3,1,45,2.22222222,2.22222222,96.51,0,Monday
UHUDJA,1,45,4.44444444,0,65.11,0.02479339,Thursday
2RZUZY,1,35,68.5714286,2.85714286,49.98,0.02222222,Tuesday
7VE975,1,33,93.9393939,6.06060606,52.17,0.01158301,Monday
F5HUE9,1,49,6.12244898,2.04081633,41.85,0.00487805,Thursday
66UL6P,1,50,4,4,91.35,0.02692308,Tuesday
GJE3M,1,32,93.75,0,108.77,0.00724638,Tuesday
56HGLJ,1,45,2.22222222,0,50.43,0,Saturday
2QMBXR,1,40,20,5,51.65,0,Tuesday
UWCLJR,1,40,50,25,34.93,0.02020202,Wednesday
MJL4UK,1,45,8.88888889,0,90.78,0.01313869,Tuesday
E5T7NC,1,45,0,0,51.48,0,Wednesday
M522KN,1,45,0,0,88.16,0.12,Tuesday
ETM7XK,1,42,7.14285714,0,99.41,0.15384615,Wednesday
QXBH4L,1,40,17.5,0,51.23,0,Monday
QLEM23,1,43,58.1395349,39.5348837,65.23,0.01749271,Thursday
ENU5TQ,1,31,96.7741936,16.1290323,87.64,0,Tuesday
SF6FJA,1,54,22.2222222,5.55555556,172.62,0.17142857,Thursday
T73C6P,1,46,2.17391304,2.17391304,67.99,0.04761905,Tuesday
RWAFQT,1,45,0,0,23.87,0,Monday
YGZUJR,1,49,34.6938776,10.2040816,99.9,0.03542234,Tuesday
PRFSDQ,1,36,72.2222222,5.55555556,55.19,0.08333333,Friday
CF5SWX,1,38,78.9473684,39.4736842,45.95,0.02040816,Saturday
PD6APT,1,41,34.1463415,2.43902439,18.51,0.02325581,Wednesday
24CZJM,1,46,6.52173913,2.17391304,64.33,0,Thursday
TANK83,1,47,10.6382979,2.12765957,81.54,0.02522936,Tuesday
4ULW64,1,45,46.6666667,4.44444444,54,0.09230769,Saturday
TAZUVN,1,41,36.5853659,2.43902439,133.04,0.14285714,Monday
5H8W6N,1,45,2.22222222,0,41.64,0.08571429,Wednesday
6A5ZY9,1,35,100,22.8571429,80.58,0.0212766,Thursday
B2FN9Q,1,49,10.2040816,4.08163265,83.64,0.04140787,Friday
B2EDAW,0,0,0,0,48.22,0,Tuesday
T5GJPE,1,45,28.8888889,11.1111111,35.84,0.05405405,Tuesday
ZBUQDN,1,43,16.2790698,0,53.03,0,Friday
3B8L7U,1,50,6,4,100.39,0.01438849,Friday
8HWH82,1,47,4.25531915,0,140.46,0.02164502,Monday
YJ88SK,1,45,4.44444444,0,48.55,0.4,Monday
RLZSCW,1,47,0,0,66.02,0.04404145,Thursday
EG3CDG,1,42,11.9047619,0,76.37,0.00530035,Monday
NZJGQ2,0,0,0,0,62.76,0.08108108,Tuesday
VPVQM6,0,23,0,0,82.89,0,Wednesday
UTUDBH,1,47,4.25531915,2.12765957,57.73,0.07741936,Friday
DGL6ER,1,39,51.2820513,0,75.82,0.02666667,Monday
Q2CK55,0,4,100,0,92.18,0.01146789,Thursday
UEZ5RU,1,44,2.27272727,0,32.4,0,Friday
3RDVDB,1,38,34.2105263,0,52.84,0.18181818,Thursday
2U65G6,1,46,71.7391304,23.9130435,85.56,0.1002004,Wednesday
MQZ9XX,1,31,70.9677419,0,20.61,0,Tuesday
N87XYD,1,42,42.8571429,0,47.72,0.15909091,Monday
P36HP5,1,44,4.54545455,2.27272727,80.71,0.0952381,Friday
Z9PXHX,0,0,0,0,53.58,0,Tuesday
JYRVRC,0,14,50,7.14285714,35.44,0.10493827,Tuesday
7A3PU9,1,44,15.9090909,0,50.33,0,Wednesday
K9C8XF,0,0,0,0,66.16,0.09375,Tuesday
QZ2UQ4,1,51,11.7647059,9.80392157,58.27,0.01607445,Wednesday
NFJMF6,1,44,6.81818182,0,51.97,0,Friday
YRF9FJ,1,38,65.7894737,2.63157895,66.15,0.03960396,Thursday
WHSQY9,1,51,27.4509804,13.7254902,81.94,0.04181185,Tuesday
P7G5V9,1,44,2.27272727,0,40,0,Saturday
ES6KXG,1,46,8.69565217,8.69565217,95.83,0.06607143,Friday
U2K5HC,1,54,11.1111111,0,217.43,0.12121212,Friday
W4UBXE,1,52,0,0,91.21,0.0284006,Monday
CLHN8M,1,46,69.5652174,21.7391304,76.86,0.05172414,Tuesday
6LBNUJ,1,49,10.2040816,10.2040816,53.11,0.01785714,Thursday
E5ENZM,1,45,0,0,89.89,0,Saturday
EQRYYW,1,35,85.7142857,2.85714286,33.03,0.04918033,Tuesday
Z6KGR6,0,27,3.7037037,0,51.14,0,Friday
DLAJBX,1,40,42.5,5,45.2,0.00703518,Monday
6NV2PB,1,43,6.97674419,2.3255814,98.12,0,Monday
SPWAJ8,0,0,0,0,183.45,0,Monday
3YZBPF,1,45,2.22222222,2.22222222,69.22,0.11111111,Thursday
6E2UH4,1,45,0,0,89.69,0,Saturday
FZW3R5,1,50,16,2,94.04,0.01726845,Tuesday
NAPY2F,1,42,30.952381,19.0476191,82.19,0.02112676,Wednesday
XXBCR,1,47,4.25531915,0,165.47,0.02702703,Tuesday
